Time	AI	AV	RESISTANCE	ILRS	IHRS	RATIO_POSITIVE	IPOS	VRESET	IRESET	NORM_COND
139.6713E-1	250.5664E-7	540.0000E-3	215.5117E+2							598.5753E-3
139.9616E-1	241.9892E-7	530.0000E-3	219.0181E+2							588.9925E-3
140.2518E-1	236.6774E-7	520.0000E-3	219.7083E+2							587.1420E-3
140.5419E-1	231.4466E-7	510.0000E-3	220.3532E+2							585.4237E-3
140.8320E-1	221.6033E-7	500.0000E-3	225.6285E+2							571.7364E-3
141.1220E-1	216.8171E-7	490.0000E-3	225.9970E+2							570.8041E-3
141.4122E-1	210.1881E-7	480.0000E-3	228.3668E+2							564.8806E-3
141.7026E-1	203.9003E-7	470.0000E-3	230.5048E+2							559.6413E-3
141.9924E-1	197.5590E-7	460.0000E-3	232.8419E+2							554.0241E-3
142.2826E-1	190.7507E-7	450.0000E-3	235.9100E+2							546.8188E-3
142.5727E-1	185.2880E-7	440.0000E-3	237.4681E+2							543.2308E-3
142.8627E-1	179.5872E-7	430.0000E-3	239.4380E+2							538.7615E-3
143.1529E-1	174.5141E-7	420.0000E-3	240.6682E+2							536.0077E-3
143.4430E-1	168.7857E-7	410.0000E-3	242.9115E+2							531.0575E-3
143.7334E-1	162.8672E-7	400.0000E-3	245.5988E+2							525.2468E-3
144.0236E-1	158.4313E-7	390.0000E-3	246.1635E+2							524.0420E-3
144.3135E-1	153.2003E-7	380.0000E-3	248.0412E+2							520.0749E-3
144.6036E-1	147.9320E-7	370.0000E-3	250.1150E+2							515.7627E-3
144.8938E-1	142.7432E-7	360.0000E-3	252.2011E+2							511.4965E-3
145.1839E-1	137.1992E-7	350.0000E-3	255.1036E+2							505.6770E-3
145.4739E-1	132.0276E-7	340.0000E-3	257.5220E+2							500.9281E-3
145.7642E-1	127.1142E-7	330.0000E-3	259.6091E+2							496.9008E-3
146.0542E-1	122.1743E-7	320.0000E-3	261.9208E+2							492.5153E-3
146.3445E-1	117.2023E-7	310.0000E-3	264.4999E+2							487.7129E-3
146.6347E-1	111.9904E-7	300.0000E-3	267.8801E+2							481.5588E-3
146.9251E-1	106.9352E-7	290.0000E-3	271.1923E+2							475.6771E-3
147.2152E-1	101.8892E-7	280.0000E-3	274.8084E+2							469.4180E-3
147.5053E-1	957.0983E-8	270.0000E-3	282.1027E+2							457.2803E-3
147.7954E-1	898.9862E-8	260.0000E-3	289.2147E+2							446.0355E-3
148.0857E-1	842.7240E-8	250.0000E-3	296.6570E+2							434.8456E-3
148.3756E-1	808.1711E-8	240.0000E-3	296.9668E+2							434.3920E-3
148.6658E-1	778.3486E-8	230.0000E-3	295.4974E+2							436.5520E-3
148.9562E-1	740.6785E-8	220.0000E-3	297.0249E+2							434.3070E-3
149.2463E-1	683.6284E-8	210.0000E-3	307.1844E+2							419.9432E-3
149.5366E-1	643.2122E-8	200.0000E-3	310.9394E+2							414.8719E-3
149.8269E-1	599.6190E-8	190.0000E-3	316.8679E+2							407.1098E-3
150.1170E-1	560.9048E-8	180.0000E-3	320.9101E+2							401.9817E-3
150.4070E-1	515.4143E-8	170.0000E-3	329.8318E+2							391.1085E-3
150.6971E-1	482.8295E-8	160.0000E-3	331.3799E+2							389.2813E-3
150.9873E-1	442.7741E-8	150.0000E-3	338.7732E+2							380.7857E-3
151.2776E-1	407.3594E-8	140.0000E-3	343.6769E+2							375.3525E-3
153.3238E-1	380.8864E-8	130.0000E-3	341.3091E+2							377.9566E-3
153.6138E-1	356.3031E-8	120.0000E-3	336.7919E+2							383.0258E-3
153.9039E-1	325.1078E-8	110.0000E-3	338.3493E+2							381.2628E-3
154.1940E-1	282.6664E-8	100.0000E-3	353.7739E+2							364.6397E-3
154.4838E-1	252.5633E-8	900.0000E-4	356.3463E+2							362.0074E-3
154.7740E-1	221.5898E-8	800.0000E-4	361.0275E+2							357.3135E-3
155.0640E-1	194.7406E-8	700.0000E-4	359.4525E+2							358.8791E-3
155.3543E-1	165.6859E-8	600.0000E-4	362.1311E+2							356.2246E-3
155.6446E-1	135.9844E-8	500.0000E-4	367.6893E+2							350.8397E-3
155.9349E-1	108.8622E-8	400.0000E-4	367.4371E+2							351.0805E-3
156.2251E-1	822.4090E-9	300.0000E-4	364.7820E+2							353.6359E-3
156.5153E-1	579.9745E-9	200.0000E-4	344.8427E+2							374.0835E-3
158.5309E-1	275.8164E-9	100.0000E-4	362.5600E+2							355.8032E-3
158.8208E-1	910.3466E-10	000.0000E+0	000.0000E+0							#REF
